Class,Spec,ItemName,Slot,Rank,Source,Website
warrior,arms,Ring of Reciprocity,finger,2,World Boss,wowtbc.gg
warrior,arms,Shaffar's Band of Brutality,finger,3,Mana-Tombs (HC),wowtbc.gg
warrior,arms,Violet Signet of the Master Assassin,finger,4,Rep - The Violet Eye - Exalted,wowtbc.gg
warrior,arms,Garona's Signet Ring,finger,5,Karazhan,wowtbc.gg
warrior,arms,Band of Unnatural Forces,finger,6,Naxxramas,wowtbc.gg
warrior,arms,Ring of the Shadow Deeps,finger,7,The Underbog (HC),wowtbc.gg
warrior,arms,Overseer's Signet,finger,8,Quest - Shutting Down Manaforge Ara (Aldor),wowtbc.gg
warrior,arms,Kaylaan's Signet,finger,9,Quest - Deathblow to the Legion (Aldor),wowtbc.gg
warrior,arms,Dragonspine Trophy,trinket,1,Gruul's Lair,wowtbc.gg
warrior,arms,Bloodlust Brooch,trinket,2,Badge of Justice (41),wowtbc.gg
warrior,arms,Slayer's Crest,trinket,3,Naxxramas,wowtbc.gg
warrior,arms,Hourglass of the Unraveller,trinket,4,Black Morass,wowtbc.gg
warrior,arms,Abacus of Violent Odds,trinket,5,Mechanar,wowtbc.gg
warrior,arms,Drake Fang Talisman,trinket,6,Blackwing Lair,wowtbc.gg
warrior,arms,Bladefist's Breadth,trinket,7,Quest - Cruel's Intentions/Overlord,wowtbc.gg
warrior,arms,Core of Ar'kelos,trinket,8,Quest - Ar'kelos the Guardian,wowtbc.gg
warrior,arms,Icon of Unyielding Courage,trinket,9,Blood Furnace (HC),wowtbc.gg
warrior,arms,Lionheart Champion,weapon,1,Blacksmithing,wowtbc.gg
warrior,arms,Ethereum Nexus-Reaver,weapon,2,World Boss,wowtbc.gg
warrior,arms,Gladiator's Greatsword,weapon,3,PvP,wowtbc.gg
warrior,arms,Gorehowl,weapon,4,Karazhan,wowtbc.gg
warrior,arms,Axe of the Gronn Lords,weapon,5,Gruul's Lair,wowtbc.gg
warrior,arms,Glaive of the Pit,weapon,6,Magtheridon's Lair,wowtbc.gg
warrior,arms,Despair,weapon,7,Karazhan,wowtbc.gg
warrior,arms,Legacy,weapon,8,Karazhan,wowtbc.gg
warrior,arms,Xavian Stiletto,ranged,1,Karazhan,wowtbc.gg
warrior,arms,Steelhawk Crossbow,ranged,2,Karazhan,wowtbc.gg
warrior,arms,Marksman's Bow,ranged,3,Rep - Thrallmar - Exalted (H),wowtbc.gg
warrior,arms,Felsteel Whisper Knives,ranged,4,Blacksmithing,wowtbc.gg
warrior,arms,Skyfire Hawk-Bow,ranged,5,Shattered Halls,wowtbc.gg
warrior,arms,Ornate Khorium Rifle,ranged,6,Engineering,wowtbc.gg
warrior,arms,Sunfury Bow of the Phoenix,ranged,7,Karazhan,wowtbc.gg
warrior,arms,Mama's Insurance,ranged,8,Quest - Declawing Doomclaw,wowtbc.gg
rogue,assassination,Mask of the Deceiver,head,1,Badge of Justice (50),wowtbc.gg
rogue,assassination,Helm of the Fallen Champion,head,2,Karazhan,wowtbc.gg
rogue,assassination,Helm of the Claw,head,3,Quest - The Warlord's Hideout,wowtbc.gg
rogue,assassination,Wastewalker Helm,head,4,Old Hillsbrad Foothills (HC),wowtbc.gg
rogue,assassination,Gladiator's Leather Helm,head,5,PvP,wowtbc.gg
rogue,assassination,Malefic Mask of the Shadows,head,6,Gruul's Lair,wowtbc.gg
rogue,assassination,Cowl of Defiance,head,7,Karazhan,wowtbc.gg
rogue,assassination,Helm of Assassination,head,8,Arcatraz,wowtbc.gg
rogue,assassination,Choker of Vile Intent,neck,1,Badge of Justice (25),wowtbc.gg
rogue,assassination,Worgen Claw Necklace,neck,2,Karazhan,wowtbc.gg
rogue,assassination,Bone Chain Necklace,neck,3,Underbog (HC),wowtbc.gg
rogue,assassination,Earthen Mark of Razing,neck,4,Quest - Gurok the Usurper,wowtbc.gg
rogue,assassination,Prestor's Talisman of Connivery,neck,5,Blackwing Lair,wowtbc.gg
rogue,assassination,Natasha's Choker,neck,6,Quest - The Hound-Master,wowtbc.gg
rogue,assassination,Traitor's Noose,neck,7,Slave Pens (HC),wowtbc.gg
rogue,assassination,Insignia of the Mag'hari Hero,neck,8,Quest - Hero of the Mag'har (H),wowtbc.gg
rogue,assassination,Wastewalker Shoulderpads,shoulder,1,Auchenai Crypts (HC),wowtbc.gg
rogue,assassination,Pauldrons of the Fallen Champion,shoulder,2,Gruul's Lair,wowtbc.gg
rogue,assassination,Bladed Shoulderpads of the Merciless,shoulder,3,Karazhan,wowtbc.gg
rogue,assassination,Expedition Scout's Epaulets,shoulder,4,Quest - Fel Embers (A),wowtbc.gg
rogue,assassination,Mantle of Perenolde,shoulder,5,Old Hillsbrad Foothills,wowtbc.gg
rogue,assassination,Gladiator's Leather Spaulders,shoulder,6,PvP,wowtbc.gg
rogue,assassination,Talbuk Hide Spaulders,shoulder,7,Rep - The Mag'har - Revered (H),wowtbc.gg
rogue,assassination,Sun-Gilded Shouldercaps,shoulder,8,The Black Morass,wowtbc.gg
rogue,assassination,Drape of the Dark Reavers,back,1,Karazhan,wowtbc.gg
rogue,assassination,Auchenai Death Shroud,back,2,Auchenai Crypts (HC),wowtbc.gg
rogue,assassination,Vengeance Wrap,back,3,Tailoring,wowtbc.gg
rogue,assassination,Cloak of the Craft,back,4,Auction House,wowtbc.gg
rogue,assassination,Black-Iron Battlecloak,back,5,World Boss,wowtbc.gg
rogue,assassination,Cloak of the Inciter,back,6,Shadow Labyrinth,wowtbc.gg
rogue,assassination,Delicate Green Poncho,back,7,Quest - Bring Me The Egg!,wowtbc.gg
rogue,assassination,Blood Knight War Cloak,back,8,Badge of Justice (25),wowtbc.gg
rogue,assassination,Terrorweave Tunic,chest,1,World Boss,wowtbc.gg
rogue,assassination,Chestguard of the Fallen Champion,chest,2,Magtheridon's Lair,wowtbc.gg
rogue,assassination,Chestguard of the Conniver,chest,3,Karazhan,wowtbc.gg
rogue,assassination,Primalstrike Vest,chest,4,Leatherworking,wowtbc.gg
rogue,assassination,Vest of Vengeance,chest,5,The Blood Furnace,wowtbc.gg
rogue,assassination,Auchenai Monk's Tunic,chest,6,Quest - Everything Will Be Alright,wowtbc.gg
rogue,assassination,Gladiator's Leather Tunic,chest,7,PvP,wowtbc.gg
rogue,assassination,Chestguard of the Prowler,chest,8,Ramparts (HC),wowtbc.gg
rogue,assassination,Spymistress's Wristguards,wrist,1,Quest - The Soul Devices,wowtbc.gg
rogue,assassination,Nightfall Wristguards,wrist,2,Old Hillsbrad Foothills (HC),wowtbc.gg
rogue,assassination,Primalstrike Bracers,wrist,3,Leatherworking,wowtbc.gg
rogue,assassination,Nightstalker's Wristguards,wrist,4,Quest - Down With Daellis,wowtbc.gg
rogue,assassination,General's Leather Bracers,wrist,5,PvP,wowtbc.gg
rogue,assassination,Bracers of Maliciousness,wrist,6,Karazhan,wowtbc.gg
rogue,assassination,Shackles of Quagmirran,wrist,7,Slave Pens (HC),wowtbc.gg
rogue,assassination,Bonescythe Bracers,wrist,8,Naxxramas,wowtbc.gg
rogue,assassination,Fel Leather Gloves,hands,1,Leatherworking,wowtbc.gg
rogue,assassination,Grips of Deftness,hands,2,Karazhan,wowtbc.gg
rogue,assassination,Gloves of Dexterous Manipulation,hands,3,Karazhan,wowtbc.gg
rogue,assassination,Gloves of the Fallen Champion,hands,4,Karazhan,wowtbc.gg
rogue,assassination,Liar's Tongue Gloves,hands,5,Magtheridon's Lair,wowtbc.gg
rogue,assassination,Handgrips of Assassination,hands,6,Black Morass,wowtbc.gg
rogue,assassination,Cobrascale Gloves,hands,7,Leatherworking,wowtbc.gg
rogue,assassination,Gloves of the Unbound,hands,8,Arcatraz,wowtbc.gg
rogue,assassination,Girdle of the Deathdealer,waist,1,Black Morass (HC),wowtbc.gg
rogue,assassination,Gronn-Stitched Girdle,waist,2,Gruul's Lair,wowtbc.gg
rogue,assassination,Socrethar's Girdle,waist,3,Quest - Turning Point (Scryers),wowtbc.gg
rogue,assassination,Epoch's Whispering Cinch,waist,4,Old Hillsbrad Foothills (HC),wowtbc.gg
rogue,assassination,Girdle of Treachery,waist,5,Karazhan,wowtbc.gg
rogue,assassination,Dunewind Sash,waist,6,Underbog (HC),wowtbc.gg
rogue,assassination,Naaru Belt of Precision,waist,7,Quest - How to Break Into the Arcatraz,wowtbc.gg
rogue,assassination,Primalstrike Belt,waist,8,Leatherworking,wowtbc.gg
rogue,assassination,Skulker's Greaves,legs,1,Karazhan,wowtbc.gg
rogue,assassination,Leggings of the Fallen Champion,legs,2,Gruul's Lair,wowtbc.gg
rogue,assassination,Fel Leather Leggings,legs,3,Leatherworking,wowtbc.gg
rogue,assassination,Midnight Legguards,legs,4,Slave Pens (HC),wowtbc.gg
rogue,assassination,Wastewalker Leggings,legs,5,Mana-Tombs (HC),wowtbc.gg
rogue,assassination,Clefthoof Hide Leggings,legs,6,Quest - Showdown,wowtbc.gg
rogue,assassination,Leggings of Assassination,legs,7,Shadow Labyrinth,wowtbc.gg
rogue,assassination,Leggings of the Unrepentant,legs,8,Blood Furnace (HC),wowtbc.gg
rogue,assassination,Edgewalker Longboots,feet,1,Karazhan,wowtbc.gg
rogue,assassination,Fel Leather Boots,feet,2,Leatherworking,wowtbc.gg
rogue,assassination,The Master's Treads,feet,3,Auction House,wowtbc.gg
rogue,assassination,Boots of the Unjust,feet,4,Auchenai Crypts (HC),wowtbc.gg
rogue,assassination,Felboar Hide Shoes,feet,5,Quest - The Cipher of Damnation - The Third Fragment Recovered,wowtbc.gg
rogue,assassination,Rapscallion Boots,feet,6,Karazhan,wowtbc.gg
rogue,assassination,Shadowstep Striders,feet,7,Arcatraz,wowtbc.gg
rogue,assassination,Farahlite Studded Boots,feet,8,Quest - A Fate Worse Than Death,wowtbc.gg
rogue,assassination,Ring of a Thousand Marks,finger,1,Karazhan,wowtbc.gg
rogue,assassination,Ring of Reciprocity,finger,2,World Boss,wowtbc.gg
rogue,assassination,Garona's Signet Ring,finger,3,Karazhan,wowtbc.gg
rogue,assassination,Shaffar's Band of Brutality,finger,4,Mana-Tombs (HC),wowtbc.gg
rogue,assassination,Violet Signet of the Master Assassin,finger,5,Rep - The Violet Eye - Exalted,wowtbc.gg
rogue,assassination,Shapeshifter's Signet,finger,6,Rep - Lower City - Exalted,wowtbc.gg
rogue,assassination,Slayer's Mark of the Redemption,finger,7,Quest - Dissension Amongst the Ranks...,wowtbc.gg
rogue,assassination,Kaylaan's Signet,finger,8,Quest - Deathblow to the Legion (Aldor),wowtbc.gg
rogue,assassination,Ravenclaw Band,finger,9,Sethekk Halls,wowtbc.gg
rogue,assassination,Dragonspine Trophy,trinket,1,Gruul's Lair,wowtbc.gg
rogue,assassination,Bloodlust Brooch,trinket,2,Badge of Justice (41),wowtbc.gg
rogue,assassination,Abacus of Violent Odds,trinket,3,Mechanar,wowtbc.gg
rogue,assassination,Kiss of the Spider,trinket,4,Naxxramas,wowtbc.gg
rogue,assassination,Romulo's Poison Vial,trinket,5,Karazhan,wowtbc.gg
rogue,assassination,Slayer's Crest,trinket,6,Naxxramas,wowtbc.gg
rogue,assassination,Icon of Unyielding Courage,trinket,7,Blood Furnace (HC),wowtbc.gg
rogue,assassination,Hourglass of the Unraveller,trinket,8,Black Morass,wowtbc.gg
rogue,assassination,Core of Ar'kelos,trinket,9,Quest - Ar'kelos the Guardian,wowtbc.gg
rogue,assassination,Malchazeen,weapon,1,Karazhan,wowtbc.gg
rogue,assassination,Gladiator's Shanker,weapon,2,PvP,wowtbc.gg
rogue,assassination,Emerald Ripper,weapon,3,Karazhan,wowtbc.gg
rogue,assassination,Blade of the Unrequited,weapon,4,Karazhan,wowtbc.gg
rogue,assassination,Riftmaker,weapon,5,Rep - Keepers of Time - Exalted,wowtbc.gg
rogue,assassination,The Night Blade,weapon,6,Auction House,wowtbc.gg
rogue,assassination,Vileblade of the Betrayer,weapon,7,Arcatraz (HC),wowtbc.gg
rogue,assassination,Guile of Khoraazi,weapon,8,Rep - The Consortium - Exalted,wowtbc.gg
rogue,assassination,Malchazeen,off hand,1,Karazhan,wowtbc.gg
rogue,assassination,Gladiator's Shanker,off hand,2,PvP,wowtbc.gg
rogue,assassination,Emerald Ripper,off hand,3,Karazhan,wowtbc.gg
rogue,assassination,Blade of the Unrequited,off hand,4,Karazhan,wowtbc.gg
rogue,assassination,Riftmaker,off hand,5,Rep - Keepers of Time - Exalted,wowtbc.gg
rogue,assassination,The Night Blade,off hand,6,Auction House,wowtbc.gg
rogue,assassination,Vileblade of the Betrayer,off hand,7,Arcatraz (HC),wowtbc.gg
rogue,assassination,Guile of Khoraazi,off hand,8,Rep - The Consortium - Exalted,wowtbc.gg
rogue,assassination,Barrel-Blade Longrifle,ranged,1,World Boss,wowtbc.gg
rogue,assassination,Marksman's Bow,ranged,2,Rep - Thrallmar - Exalted (H),wowtbc.gg
rogue,assassination,Steelhawk Crossbow,ranged,3,Karazhan,wowtbc.gg
rogue,assassination,Sunfury Bow of the Phoenix,ranged,4,Karazhan,wowtbc.gg
rogue,assassination,Xavian Stiletto,ranged,5,Karazhan,wowtbc.gg
rogue,assassination,Ornate Khorium Rifle,ranged,6,Engineering,wowtbc.gg
rogue,assassination,Skyfire Hawk-Bow,ranged,7,Shattered Halls,wowtbc.gg
rogue,assassination,Felsteel Whisper Knives,ranged,8,Blacksmithing,wowtbc.gg
druid,balance,Helm of the Fallen Defender,head,1,Karazhan,wowtbc.gg
druid,balance,Mana-Binders Cowl,head,2,Badge of Justice (50),wowtbc.gg
druid,balance,Gladiator's Wyrmhide Helm,head,3,PvP,wowtbc.gg
druid,balance,Hood of Oblivion,head,4,Arcatraz,wowtbc.gg
druid,balance,Incanter's Cowl,head,5,Mechanar,wowtbc.gg
druid,balance,Hydromancer's Headwrap,head,6,Quest - The Warlord's Hideout,wowtbc.gg
druid,balance,Spellstrike Hood,head,7,Tailoring,wowtbc.gg
druid,balance,Mana-Etched Crown,head,8,Black Morass,wowtbc.gg
druid,balance,Brooch of Unquenchable Fury,neck,1,Karazhan,wowtbc.gg
druid,balance,Adornment of Stolen Souls,neck,2,Karazhan,wowtbc.gg
druid,balance,Brooch of Heightened Potential,neck,3,Shadow Labyrinth,wowtbc.gg
druid,balance,Hydra-fang Necklace,neck,4,Underbog (HC),wowtbc.gg
druid,balance,Natasha's Ember Necklace,neck,5,Quest - The Hound-Master,wowtbc.gg
druid,balance,Pendant of Dominance,neck,6,PvP,wowtbc.gg
druid,balance,Torc of the Sethekk Prophet,neck,7,Quest - Brother Against Brother,wowtbc.gg
druid,balance,Luminous Pearls of Insight,neck,8,Underbog,wowtbc.gg
druid,balance,Pauldrons of the Fallen Defender,shoulder,1,Gruul's Lair,wowtbc.gg
druid,balance,Mana-Etched Spaulders,shoulder,2,Slave Pens (HC),wowtbc.gg
druid,balance,Spaulders of Oblivion,shoulder,3,Shadow Labyrinth,wowtbc.gg
druid,balance,Spaulders of the Torn-heart,shoulder,4,Quest - The Cipher of Damnation - The Third Fragment Recovered,wowtbc.gg
druid,balance,Mantle of Three Terrors,shoulder,5,Black Morass,wowtbc.gg
druid,balance,Rime Covered Mantle,shoulder,6,Naxxramas,wowtbc.gg
druid,balance,Gladiator's Wyrmhide Spaulders,shoulder,7,PvP,wowtbc.gg
druid,balance,Pauldrons of the Fallen Defender,shoulder,8,Gruul's Lair,wowtbc.gg
druid,balance,Ruby Drape of the Mysticant,back,1,Karazhan,wowtbc.gg
druid,balance,Ancient Spellcloak of the Highborne,back,2,World Boss,wowtbc.gg
druid,balance,Brute Cloak of the Ogre-Magi,back,3,Gruul's Lair,wowtbc.gg
druid,balance,Cloak of the Necropolis,back,4,Naxxramas,wowtbc.gg
druid,balance,Cloak of the Devoured,back,5,Ahn'Qiraj,wowtbc.gg
druid,balance,Sethekk Oracle Cloak,back,6,Sethekk Halls,wowtbc.gg
druid,balance,Shadow-Cloak of Dalaran,back,7,Karazhan,wowtbc.gg
druid,balance,Cloak of Entropy,back,8,Auction House,wowtbc.gg
druid,balance,Spellfire Robe,chest,1,Tailoring,wowtbc.gg
druid,balance,Chestguard of the Fallen Defender,chest,2,Magtheridon's Lair,wowtbc.gg
druid,balance,Windhawk Hauberk,chest,3,Leatherworking,wowtbc.gg
druid,balance,Robe of the Crimson Order,chest,4,Auction House,wowtbc.gg
druid,balance,Auchenai Anchorite's Robe,chest,5,Quest - Everything Will Be Alright,wowtbc.gg
druid,balance,Will of Edward the Odd,chest,6,Auction House,wowtbc.gg
druid,balance,Warp Infused Drape,chest,7,Botanica,wowtbc.gg
druid,balance,Gladiator's Wyrmhide Tunic,chest,8,PvP,wowtbc.gg
druid,balance,Windhawk Bracers,wrist,1,Leatherworking,wowtbc.gg
druid,balance,Bracers of Havok,wrist,2,Tailoring,wowtbc.gg
druid,balance,Crimson Bracers of Gloom,wrist,3,Ramparts (HC),wowtbc.gg
druid,balance,General's Silk Cuffs,wrist,4,Honor & WSG Marks,wowtbc.gg
druid,balance,Bands of Nefarious Deeds,wrist,5,Karazhan,wowtbc.gg
druid,balance,Bands of Negation,wrist,6,Mana-Tombs (HC),wowtbc.gg
druid,balance,Rockfury Bracers,wrist,7,Rep - Cenarion Circle - Revered,wowtbc.gg
druid,balance,Shattrath Wraps,wrist,8,Quest - The Soul Devices,wowtbc.gg
druid,balance,Anger-Spark Gloves,hands,1,World Boss,wowtbc.gg
druid,balance,Spellfire Gloves,hands,2,Tailoring,wowtbc.gg
druid,balance,Handwraps of Flowing Thought,hands,3,Karazhan,wowtbc.gg
druid,balance,Soul-Eater's Handwraps,hands,4,Magtheridon's Lair,wowtbc.gg
druid,balance,Gloves of the Deadwatcher,hands,5,Auchenai Crypts (HC),wowtbc.gg
druid,balance,Gloves of Oblivion,hands,6,Shattered Halls,wowtbc.gg
druid,balance,Manaspark Gloves,hands,7,Underbog,wowtbc.gg
druid,balance,Gloves of Pandemonium,hands,8,Auction House,wowtbc.gg
druid,balance,Spellfire Belt,waist,1,Tailoring,wowtbc.gg
druid,balance,Girdle of Ruination,waist,2,Tailoring,wowtbc.gg
druid,balance,Belt of Divine Inspiration,waist,3,Gruul's Lair,wowtbc.gg
druid,balance,Windhawk Belt,waist,4,Leatherworking,wowtbc.gg
druid,balance,Belt of Depravity,waist,5,Arcatraz (HC),wowtbc.gg
druid,balance,Glyph-Lined Sash,waist,6,Mana-Tombs (HC),wowtbc.gg
druid,balance,Malefic Girdle,waist,7,Karazhan,wowtbc.gg
druid,balance,A'dal's Gift,waist,8,Quest - How to Break Into the Arcatraz,wowtbc.gg
druid,balance,Leggings of the Seventh Circle,legs,1,World Boss,wowtbc.gg
druid,balance,Spellstrike Pants,legs,2,Tailoring,wowtbc.gg
druid,balance,Trial-Fire Trousers,legs,3,Karazhan,wowtbc.gg
druid,balance,Tempest Leggings,legs,4,Rep - The Mag'har - Revered (H),wowtbc.gg
druid,balance,Breeches of the Occultist,legs,5,Black Morass (HC),wowtbc.gg
druid,balance,Haramad's Leggings of the Third Coin,legs,6,Quest - Undercutting the Competition,wowtbc.gg
druid,balance,Kirin Tor Master's Trousers,legs,7,Shadow Labyrinth (HC),wowtbc.gg
druid,balance,Aran's Sorcerous Slacks,legs,8,Old Hillsbrad Foothills (HC),wowtbc.gg
druid,balance,Boots of Foretelling,feet,1,Karazhan,wowtbc.gg
druid,balance,Ruby Slippers,feet,2,Karazhan,wowtbc.gg
druid,balance,Extravagant Boots of Malice,feet,3,Mana-Tombs (HC),wowtbc.gg
druid,balance,Sigil-Laced Boots,feet,4,Arcatraz,wowtbc.gg
druid,balance,Gold-Leaf Wildboots,feet,5,World Boss,wowtbc.gg
druid,balance,Shattrath Jumpers,feet,6,Quest - Into the Heart of the Labyrinth,wowtbc.gg
druid,balance,General's Silk Footguards,feet,7,PvP,wowtbc.gg
druid,balance,Shimmering Azure Boots,feet,8,Quest - Securing the Celestial Ridge,wowtbc.gg
druid,balance,Band of Crimson Fury,finger,1,Quest - The Fall of Magtheridon,wowtbc.gg
druid,balance,Ring of Recurrence,finger,2,Karazhan,wowtbc.gg
druid,balance,Ring of the Fallen God,finger,3,Quest - The Savior of Kalimdor,wowtbc.gg
druid,balance,Ashyen's Gift,finger,4,Rep - Cenarion Expedition - Exalted,wowtbc.gg
druid,balance,Violet Signet of the Archmage,finger,5,Rep - The Violet Eye - Exalted,wowtbc.gg
druid,balance,Sparking Arcanite Ring,finger,6,Old Hillsbrad Foothills (HC),wowtbc.gg
druid,balance,Band of the Inevitable,finger,7,Naxxramas,wowtbc.gg
druid,balance,Seal of the Exorcist,finger,8,Spirit Shards (50),wowtbc.gg
druid,balance,Cobalt Band of Tyrigosa,finger,9,Mana-Tombs (HC),wowtbc.gg
druid,balance,Icon of the Silver Crescent,trinket,1,Badge of Justice (41),wowtbc.gg
druid,balance,Neltharion's Tear,trinket,2,Blackwing Lair,wowtbc.gg
druid,balance,Quagmirran's Eye,trinket,3,Slave Pens (HC),wowtbc.gg
druid,balance,Scryer's Bloodgem,trinket,4,Rep - The Scryers - Revered,wowtbc.gg
druid,balance,Eye of Magtheridon,trinket,5,Magtheridon's Lair,wowtbc.gg
druid,balance,The Restrained Essence of Sapphiron,trinket,6,Naxxramas,wowtbc.gg
druid,balance,Arcanist's Stone,trinket,7,Old Hillsbrad Foothills (HC),wowtbc.gg
druid,balance,The Lightning Capacitor,trinket,8,Karazhan,wowtbc.gg
druid,balance,Starkiller's Bauble,trinket,9,Quest - The Horrors of Pollution,wowtbc.gg
druid,balance,Talon of the Tempest,weapon,1,World Boss,wowtbc.gg
druid,balance,Nathrezim Mindblade,weapon,2,Karazhan,wowtbc.gg
druid,balance,Gladiator's Spellblade,weapon,3,PvP,wowtbc.gg
druid,balance,Eternium Runed Blade,weapon,4,Blacksmithing,wowtbc.gg
druid,balance,Staff of Infinite Mysteries,weapon,5,Karazhan,wowtbc.gg
druid,balance,Gavel of Unearthed Secrets,weapon,6,Rep - Lower City - Exalted,wowtbc.gg
druid,balance,Grand Scepter of the Nexus-Kings,weapon,7,Mana-Tombs (HC),wowtbc.gg
druid,balance,Terokk's Shadowstaff,weapon,8,Sethekk Halls (HC),wowtbc.gg
druid,balance,Talisman of Kalecgos,off hand,1,Badge of Justice (25),wowtbc.gg
druid,balance,Jewel of Infinite Possibilities,off hand,2,Karazhan,wowtbc.gg
druid,balance,Khadgar's Knapsack,off hand,3,Badge of Justice (25),wowtbc.gg
druid,balance,Lamp of Peaceful Radiance,off hand,4,Arcatraz,wowtbc.gg
druid,balance,Sapphiron's Left Eye,off hand,5,Naxxramas,wowtbc.gg
druid,balance,Talisman of Nightbane,off hand,6,Karazhan,wowtbc.gg
druid,balance,Karaborian Talisman,off hand,7,Magtheridon's Lair,wowtbc.gg
druid,balance,Star-Heart Lamp,off hand,8,Black Morass,wowtbc.gg
druid,balance,Ivory Idol of the Moongoddess,relic,1,Shattered Halls,wowtbc.gg
druid,balance,Idol of the Moon,relic,2,Auction House,wowtbc.gg
hunter,beast master,Mask of the Deceiver,head,1,Badge of Justice (50),wowtbc.gg
hunter,beast master,Helm of the Claw,head,2,Quest - The Warlord's Hideout,wowtbc.gg
hunter,beast master,Wastewalker Helm,head,3,Old Hillsbrad Foothills (HC),wowtbc.gg
hunter,beast master,Gladiator's Chain Helm,head,4,PvP,wowtbc.gg
hunter,beast master,Helm of the Fallen Hero,head,5,Karazhan,wowtbc.gg
hunter,beast master,Malefic Mask of the Shadows,head,6,Gruul's Lair,wowtbc.gg
hunter,beast master,Helm of Assassination,head,7,Arcatraz,wowtbc.gg
hunter,beast master,Cowl of Defiance,head,8,Karazhan,wowtbc.gg
hunter,beast master,Choker of Vile Intent,neck,1,Badge of Justice (25),wowtbc.gg
hunter,beast master,Worgen Claw Necklace,neck,2,Karazhan,wowtbc.gg
hunter,beast master,Bone Chain Necklace,neck,3,Underbog (HC),wowtbc.gg
hunter,beast master,Earthen Mark of Razing,neck,4,Quest - Gurok the Usurper,wowtbc.gg
hunter,beast master,Traitor's Noose,neck,5,Slave Pens (HC),wowtbc.gg
hunter,beast master,Prestor's Talisman of Connivery,neck,6,Blackwing Lair,wowtbc.gg
hunter,beast master,Natasha's Choker,neck,7,Quest - The Hound-Master,wowtbc.gg
hunter,beast master,Talon Lord's Collar,neck,8,Quest - Brother Against Brother,wowtbc.gg
hunter,beast master,Expedition Scout's Epaulets,shoulder,1,Quest - Fel Embers (A),wowtbc.gg
hunter,beast master,Wastewalker Shoulderpads,shoulder,2,Auchenai Crypts (HC),wowtbc.gg
hunter,beast master,Bladed Shoulderpads of the Merciless,shoulder,3,Karazhan,wowtbc.gg
hunter,beast master,Mantle of Perenolde,shoulder,4,Old Hillsbrad Foothills,wowtbc.gg
hunter,beast master,Talbuk Hide Spaulders,shoulder,5,Rep - The Mag'har - Revered (H),wowtbc.gg
hunter,beast master,Sun-Gilded Shouldercaps,shoulder,6,The Black Morass,wowtbc.gg
